experiment,instance,dataset,size_category,n,m,encoding_variant,variant_description,treedepth,time,status,timeout,preprocessing_enabled,mipstart_enabled,lazy_constraints_enabled,gurobi_presolve,problem_variables,problem_constraints,gurobi_objval,gurobi_mip_gap,gurobi_node_count,graph_density,graph_components,preprocessing_reduction,memory_usage_mb,golden_standard,is_correct,validation_status,error_type
E4_5_variants,Tietze,famous,SMALL,12,18,v6_with_redundant,冗余约束 - 添加额外有效不等式,7.0,1.314,optimal,False,False,False,False,2,313,1950,7.0,0.0,1750,0.2727,1,0.0,0.0,7.0,True,correct_optimal,
E4_5_variants,Tietze,famous,SMALL,12,18,v7_no_preprocessing,无预处理 - 最小约束集,7.0,1.31,optimal,False,False,False,False,2,313,1950,7.0,0.0,1750,0.2727,1,0.0,0.0,7.0,True,correct_optimal,
E4_5_variants,Wagner,famous,TINY,8,12,v1_baseline,基线编码 - 基础ILP约束,6.0,0.11,optimal,False,False,False,False,2,145,628,6.0,0.0,1,0.4286,1,0.0,0.0,6.0,True,correct_optimal,
E4_5_variants,Wagner,famous,TINY,8,12,v2_explicit_transitivity,显式传递性 - 添加传递性约束,6.0,0.143,optimal,False,False,False,False,2,145,694,6.0,0.0,1,0.4286,1,0.0,0.0,6.0,True,correct_optimal,
E4_5_variants,Wagner,famous,TINY,8,12,v3_tight_bounds,更紧边界 - 增强邻居约束,6.0,0.111,optimal,False,False,False,False,2,145,636,6.0,0.0,1,0.4286,1,0.0,0.0,6.0,True,correct_optimal,
E4_5_variants,Wagner,famous,TINY,8,12,v4_with_symmetry,对称性破缺 - 减少对称解,6.0,0.118,optimal,False,False,False,False,2,145,722,6.0,0.0,1,0.4286,1,0.0,0.0,6.0,True,correct_optimal,
E4_5_variants,Wagner,famous,TINY,8,12,v5_enhanced_constraints,增强约束 - 组合多种改进,6.0,0.104,optimal,False,False,False,False,2,145,730,6.0,0.0,1,0.4286,1,0.0,0.0,6.0,True,correct_optimal,
E4_5_variants,Wagner,famous,TINY,8,12,v6_with_redundant,冗余约束 - 添加额外有效不等式,6.0,0.117,optimal,False,False,False,False,2,145,628,6.0,0.0,1,0.4286,1,0.0,0.0,6.0,True,correct_optimal,
E4_5_variants,Wagner,famous,TINY,8,12,v7_no_preprocessing,无预处理 - 最小约束集,6.0,0.116,optimal,False,False,False,False,2,145,628,6.0,0.0,1,0.4286,1,0.0,0.0,6.0,True,correct_optimal,
E4_5_variants,Watsin,famous,LARGE,50,75,v1_baseline,基线编码 - 基础ILP约束,,121.296,failed,True,False,False,False,2,0,0,,0.0,0,0.0612,1,0.0,0.0,,,no_golden_standard,
E4_5_variants,Watsin,famous,LARGE,50,75,v2_explicit_transitivity,显式传递性 - 添加传递性约束,,121.353,failed,True,False,False,False,2,0,0,,0.0,0,0.0612,1,0.0,0.0,,,no_golden_standard,
E4_5_variants,Watsin,famous,LARGE,50,75,v3_tight_bounds,更紧边界 - 增强邻居约束,,121.391,failed,True,False,False,False,2,0,0,,0.0,0,0.0612,1,0.0,0.0,,,no_golden_standard,
E4_5_variants,Watsin,famous,LARGE,50,75,v4_with_symmetry,对称性破缺 - 减少对称解,,121.403,failed,True,False,False,False,2,0,0,,0.0,0,0.0612,1,0.0,0.0,,,no_golden_standard,
E4_5_variants,Watsin,famous,LARGE,50,75,v5_enhanced_constraints,增强约束 - 组合多种改进,,121.357,failed,True,False,False,False,2,0,0,,0.0,0,0.0612,1,0.0,0.0,,,no_golden_standard,
E4_5_variants,Watsin,famous,LARGE,50,75,v6_with_redundant,冗余约束 - 添加额外有效不等式,,121.317,failed,True,False,False,False,2,0,0,,0.0,0,0.0612,1,0.0,0.0,,,no_golden_standard,
E4_5_variants,Watsin,famous,LARGE,50,75,v7_no_preprocessing,无预处理 - 最小约束集,,121.37,failed,True,False,False,False,2,0,0,,0.0,0,0.0612,1,0.0,0.0,,,no_golden_standard,
E4_5_variants,3x3-grid,standard,TINY,9,12,v1_baseline,基线编码 - 基础ILP约束,5.0,0.132,optimal,False,False,False,False,2,181,867,5.0,0.0,1,0.3333,1,0.0,0.0,5.0,True,correct_optimal,
E4_5_variants,3x3-grid,standard,TINY,9,12,v2_explicit_transitivity,显式传递性 - 添加传递性约束,5.0,0.13,optimal,False,False,False,False,2,181,951,5.0,0.0,1,0.3333,1,0.0,0.0,5.0,True,correct_optimal,
E4_5_variants,3x3-grid,standard,TINY,9,12,v3_tight_bounds,更紧边界 - 增强邻居约束,5.0,0.119,optimal,False,False,False,False,2,181,876,5.0,0.0,1,0.3333,1,0.0,0.0,5.0,True,correct_optimal,
E4_5_variants,3x3-grid,standard,TINY,9,12,v4_with_symmetry,对称性破缺 - 减少对称解,5.0,0.112,optimal,False,False,False,False,2,181,987,5.0,0.0,1,0.3333,1,0.0,0.0,5.0,True,correct_optimal,
E4_5_variants,3x3-grid,standard,TINY,9,12,v5_enhanced_constraints,增强约束 - 组合多种改进,5.0,0.067,optimal,False,False,False,False,2,181,996,5.0,0.0,1,0.3333,1,0.0,0.0,5.0,True,correct_optimal,
E4_5_variants,3x3-grid,standard,TINY,9,12,v6_with_redundant,冗余约束 - 添加额外有效不等式,5.0,0.118,optimal,False,False,False,False,2,181,867,5.0,0.0,1,0.3333,1,0.0,0.0,5.0,True,correct_optimal,
E4_5_variants,3x3-grid,standard,TINY,9,12,v7_no_preprocessing,无预处理 - 最小约束集,5.0,0.12,optimal,False,False,False,False,2,181,867,5.0,0.0,1,0.3333,1,0.0,0.0,5.0,True,correct_optimal,
E4_5_variants,4x4-grid,standard,SMALL,16,24,v1_baseline,基线编码 - 基础ILP约束,7.0,7.164,optimal,False,False,False,False,2,545,4456,7.0,0.0,5983,0.2,1,0.0,0.0,7.0,True,correct_optimal,
E4_5_variants,4x4-grid,standard,SMALL,16,24,v2_explicit_transitivity,显式传递性 - 添加传递性约束,7.0,10.851,optimal,False,False,False,False,2,545,4722,7.0,0.0,4248,0.2,1,0.0,0.0,7.0,True,correct_optimal,
E4_5_variants,4x4-grid,standard,SMALL,16,24,v3_tight_bounds,更紧边界 - 增强邻居约束,7.0,7.189,optimal,False,False,False,False,2,545,4472,7.0,0.0,6448,0.2,1,0.0,0.0,7.0,True,correct_optimal,
E4_5_variants,4x4-grid,standard,SMALL,16,24,v4_with_symmetry,对称性破缺 - 减少对称解,7.0,8.259,optimal,False,False,False,False,2,545,4842,7.0,0.0,2734,0.2,1,0.0,0.0,7.0,True,correct_optimal,
E4_5_variants,4x4-grid,standard,SMALL,16,24,v5_enhanced_constraints,增强约束 - 组合多种改进,7.0,8.73,optimal,False,False,False,False,2,545,4858,7.0,0.0,8318,0.2,1,0.0,0.0,7.0,True,correct_optimal,
E4_5_variants,4x4-grid,standard,SMALL,16,24,v6_with_redundant,冗余约束 - 添加额外有效不等式,7.0,6.407,optimal,False,False,False,False,2,545,4456,7.0,0.0,5983,0.2,1,0.0,0.0,7.0,True,correct_optimal,
E4_5_variants,4x4-grid,standard,SMALL,16,24,v7_no_preprocessing,无预处理 - 最小约束集,7.0,6.383,optimal,False,False,False,False,2,545,4456,7.0,0.0,5983,0.2,1,0.0,0.0,7.0,True,correct_optimal,
